J7,lambda_K2,E0,r3,switched
-0.45,0.01,20.0,0.017021448020788563,1
-0.45,0.06,22.0,0.9802573699266954,0
-0.5,0.03,30.0,0.9858371741701217,0
-0.4,0.06,20.0,0.969132265005786,0
-0.45,0.03,40.0,0.9800554405444374,0
-0.45,0.01,18.0,0.980191636598604,0
-0.55,0.03,35.0,0.9890144997762085,0
-0.55,0.08,18.0,0.9890063463860318,0
-0.45,0.05,30.0,0.9803285809325233,0
-0.4,0.08,35.0,0.9690930887564131,0
-0.4,0.01,22.0,0.0013015093304615988,1
-0.4,0.01,40.0,0.0003751622981400603,1
-0.4,0.04,25.0,0.969244676579269,0
-0.5,0.08,25.0,0.9857597151714131,0
-0.45,0.06,25.0,0.9802701347249279,0
-0.5,0.01,35.0,0.5599327898681523,0
-0.4,0.05,25.0,0.9691943219306016,0
-0.5,0.06,25.0,0.9858072320357189,0
-0.45,0.02,22.0,0.9803176977405543,0
-0.55,0.08,20.0,0.9890095765745291,0
-0.55,0.06,25.0,0.9890261170703443,0
-0.45,0.02,35.0,0.9801906731804584,0
-0.55,0.05,25.0,0.9890236415976342,0
-0.45,0.02,40.0,0.9801923368714219,0
-0.4,0.06,40.0,0.9691822820549609,0
-0.5,0.01,25.0,0.678789704530073,0
-0.5,0.05,20.0,0.9857979690272028,0
-0.4,0.04,20.0,0.9692183078453819,0
-0.4,0.06,35.0,0.9691704956496349,0
-0.4,0.04,30.0,0.9692656322362418,0
-0.4,0.01,30.0,0.0005527590329633686,1
-0.4,0.08,30.0,0.9690903441257022,0
-0.55,0.06,35.0,0.9890455985628184,0
-0.45,0.05,20.0,0.9802805530467829,0
-0.5,0.06,30.0,0.9858287296485049,0
-0.4,0.03,35.0,0.02156702127903108,1
-0.4,0.02,35.0,0.0023868035442515504,1
-0.45,0.02,30.0,0.9801228046519522,0
-0.55,0.05,22.0,0.989017918565375,0
-0.55,0.06,30.0,0.9890360294114723,0
-0.4,0.01,25.0,0.0005527591881379838,1
-0.4,0.02,25.0,0.0032910817285203868,1
-0.55,0.02,20.0,0.9889470277678185,0
-0.45,0.04,18.0,0.9802933964058279,0
-0.55,0.04,40.0,0.9890412276175631,0
-0.45,0.01,40.0,0.0020866568968989805,1
-0.5,0.01,30.0,0.9857234887884857,0
-0.5,0.03,18.0,0.985786483655299,0
-0.45,0.08,40.0,0.9802336710847764,0
-0.45,0.08,30.0,0.9802080198254304,0
-0.45,0.06,30.0,0.9802909792630657,0
-0.5,0.05,18.0,0.9857849040923164,0
-0.5,0.02,30.0,0.9857985318931168,0
-0.4,0.02,22.0,0.003306087497162485,1
-0.55,0.04,18.0,0.9890020284673114,0
-0.5,0.05,35.0,0.9858664267790225,0
-0.55,0.01,20.0,0.9888535418664187,0
-0.5,0.03,22.0,0.9857972640981604,0
-0.55,0.04,22.0,0.9890088802992071,0
-0.55,0.03,22.0,0.9889880610436609,0
-0.55,0.05,35.0,0.9890429981003408,0
-0.5,0.08,18.0,0.9857348517610881,0
-0.4,0.08,40.0,0.9690963421822809,0
-0.55,0.02,30.0,0.9889611860234352,0
-0.5,0.02,40.0,0.9855217390499577,0
-0.5,0.08,22.0,0.9857492978022524,0
-0.4,0.02,20.0,0.049830975269245,1
-0.5,0.01,22.0,0.553058165712834,0
-0.5,0.04,25.0,0.9858287287379122,0
-0.55,0.03,30.0,0.989001438591121,0
-0.55,0.05,40.0,0.9890521023292472,0
-0.55,0.01,30.0,0.9891868261456305,0
-0.55,0.03,18.0,0.9889926156235634,0
-0.6,0.01,25.0,0.9911036242936412,0
-0.55,0.08,30.0,0.9890265556777013,0
-0.6,0.01,22.0,0.9910825075481391,0
-0.55,0.08,40.0,0.989043259088299,0
-0.55,0.08,25.0,0.9890180031271585,0
-0.55,0.08,35.0,0.9890350053596202,0
-0.6,0.01,35.0,0.9910936282524621,0
-0.6,0.02,22.0,0.9911324410257865,0
-0.6,0.01,18.0,0.9911162679852945,0
-0.6,0.02,18.0,0.9911509482126597,0
-0.6,0.03,25.0,0.9911504378708559,0
-0.6,0.02,25.0,0.991127673219893,0
-0.6,0.02,30.0,0.9911110404487923,0
-0.6,0.02,35.0,0.9911012295876359,0
-0.6,0.04,35.0,0.9911533449531342,0
-0.6,0.04,18.0,0.9911739268018118,0
-0.6,0.03,18.0,0.9911660597912448,0
-0.7,0.01,22.0,0.994054693602226,0
-0.6,0.02,40.0,0.9910916803434088,0
-0.6,0.08,35.0,0.9911721534804704,0
-0.6,0.04,20.0,0.9911703300832058,0
-0.6,0.03,22.0,0.9911548708862542,0
-0.6,0.01,40.0,0.9911245968917599,0
-0.6,0.03,40.0,0.9911289840882429,0
-0.6,0.01,30.0,0.9911069260772464,0
-0.6,0.04,30.0,0.9911576549403553,0
-0.6,0.06,40.0,0.9911681179436899,0
-0.7,0.01,25.0,0.9940415883363344,0
-0.6,0.04,40.0,0.9911497573451044,0
-0.6,0.04,25.0,0.9911631860520119,0
-0.6,0.05,25.0,0.9911705957028162,0
-0.7,0.03,25.0,0.9940074644014286,0
-0.6,0.03,20.0,0.9911602356408067,0
-0.7,0.01,30.0,0.9939964756686076,0
-0.6,0.03,30.0,0.9911414027497669,0
-0.6,0.08,40.0,0.9911713393653749,0
-0.6,0.04,22.0,0.9911670841253365,0
-0.7,0.02,22.0,0.9940239754049581,0
-0.6,0.06,18.0,0.9911808754154586,0
-0.6,0.05,30.0,0.9911667407605063,0
-0.6,0.06,35.0,0.9911695761132562,0
-0.7,0.03,30.0,0.9940049013639328,0
-0.7,0.05,20.0,0.9939906169388913,0
-0.6,0.08,18.0,0.9911811472956653,0
-0.6,0.08,30.0,0.9911735128395665,0
-0.6,0.08,20.0,0.9911792038017667,0
-0.6,0.05,22.0,0.9911735346447714,0
-0.6,0.08,25.0,0.9911757092549132,0
-0.7,0.03,20.0,0.9940102437424263,0
-0.6,0.05,40.0,0.9911615510624128,0
-0.6,0.01,20.0,0.991092847742998,0
-0.7,0.02,30.0,0.9940148498001111,0
-0.6,0.06,25.0,0.9911744886054915,0
-0.6,0.06,20.0,0.9911786851360825,0
-0.6,0.08,22.0,0.9911775968852063,0
-0.7,0.02,25.0,0.9940206814139921,0
-0.7,0.03,18.0,0.9940115716509385,0
-0.7,0.01,40.0,0.9939525158017536,0
-0.7,0.05,25.0,0.9939896415408715,0
-0.6,0.03,35.0,0.9911357393620907,0
-0.7,0.04,25.0,0.9939976876441772,0
-0.7,0.08,18.0,0.9939703425064879,0
-0.6,0.05,18.0,0.9911785204526137,0
-0.7,0.06,22.0,0.993982695109681,0
-0.7,0.06,25.0,0.9939823368943407,0
-0.7,0.05,40.0,0.9939883442264877,0
-0.7,0.05,22.0,0.9939902204143379,0
-0.7,0.04,22.0,0.9939986308981896,0
-0.7,0.06,35.0,0.9939819029617571,0
-0.7,0.02,18.0,0.994024995438752,0
-0.7,0.04,30.0,0.9939965050818048,0
-0.7,0.01,18.0,0.9940433886993327,0
-0.7,0.04,18.0,0.9940001345187254,0
-0.7,0.04,35.0,0.9939955608289454,0
-0.7,0.02,40.0,0.9940054247885947,0
-0.7,0.06,40.0,0.9939819396549453,0
-0.6,0.05,35.0,0.9911638218330628,0
-0.7,0.03,40.0,0.9940010911326133,0
-0.7,0.08,25.0,0.9939689155104648,0
-0.6,0.05,20.0,0.9911758831904213,0
-0.7,0.05,30.0,0.9939890126635138,0
-0.7,0.05,18.0,0.9939912521672775,0
-0.7,0.03,22.0,0.9940088898659372,0
-0.7,0.03,35.0,0.9940032553368623,0
-0.7,0.01,35.0,0.9940413967496163,0
-0.7,0.06,20.0,0.993983103127315,0
-0.7,0.08,22.0,0.9939693340749327,0
-0.7,0.04,20.0,0.9939992513531821,0
-0.7,0.02,20.0,0.9940251950677943,0
-0.7,0.05,35.0,0.993988601278188,0
-0.7,0.06,18.0,0.9939834503606243,0
-0.7,0.06,30.0,0.9939820015146116,0
-0.7,0.08,30.0,0.9939684839332764,0
-0.7,0.04,40.0,0.9939947866869031,0
-0.7,0.08,40.0,0.9939686682397478,0
-0.6,0.06,30.0,0.9911716102181863,0
-0.7,0.08,35.0,0.9939685169295398,0
-0.6,0.02,20.0,0.9911394897079661,0
-0.7,0.02,35.0,0.9940092335087104,0
-0.6,0.06,22.0,0.9911767896589458,0
-0.7,0.08,20.0,0.993969654244378,0
-0.7,0.01,20.0,0.9940505320872584,0
