J7,lambda_K2,E0,r3,switched
-0.4,0.02,22.0,0.0033060874971624302,1
-0.4,0.035,34.0,0.104629285966516,1
-0.4,0.025,26.0,0.969301414031901,0
-0.4,0.04,18.0,0.9692120651114489,0
-0.4,0.04,24.0,0.9692403726142874,0
-0.4,0.015,24.0,0.0016251430109563653,1
-0.4,0.01,12.0,0.9692207737156917,0
-0.4,0.045,18.0,0.9691866556915071,0
-0.4,0.02,14.0,0.9692408821774378,0
-0.4,0.045,34.0,0.9692539846794851,0
-0.4,0.045,24.0,0.9692137325387475,0
-0.4,0.025,24.0,0.9692853310420488,0
-0.4,0.035,38.0,0.10101004382540917,1
-0.4,0.03,28.0,0.9692953549923884,0
-0.4,0.04,12.0,0.9691771844788722,0
-0.4,0.02,34.0,0.003291069821132527,1
-0.4,0.015,30.0,0.001986578013553451,1
-0.4,0.025,12.0,0.9692167788075358,0
-0.4,0.03,16.0,0.9692366790158062,0
-0.4,0.045,30.0,0.9692384358968734,0
-0.4,0.035,18.0,0.9692261573380012,0
-0.4,0.03,30.0,0.9693076380421357,0
-0.4,0.02,26.0,0.0032912167151308825,1
-0.4,0.03,34.0,0.056587362801784113,1
-0.4,0.03,38.0,0.023120653402424304,1
-0.4,0.025,34.0,0.005823097264171825,1
-0.4,0.03,18.0,0.9692426011329306,0
-0.4,0.035,20.0,0.9692428841246264,0
-0.4,0.03,22.0,0.9692686417207976,0
-0.4,0.02,30.0,0.002826501340014266,1
-0.4,0.03,24.0,0.9692811628291405,0
-0.4,0.03,26.0,0.9692872066397699,0
-0.4,0.035,12.0,0.9691871136456082,0
-0.4,0.02,16.0,0.9692409703746019,0
-0.4,0.025,14.0,0.9692172196641131,0
-0.4,0.035,22.0,0.9692506779229739,0
-0.4,0.035,24.0,0.9692580030581446,0
-0.4,0.035,14.0,0.9692075408684027,0
-0.4,0.04,28.0,0.9692554236551442,0
-0.4,0.01,14.0,0.002812360433950351,1
-0.4,0.015,16.0,0.005823336022489,1
-0.4,0.015,22.0,0.002812606982395049,1
-0.4,0.04,16.0,0.9691966876668446,0
-0.4,0.045,16.0,0.9691808022121149,0
-0.4,0.045,26.0,0.9692226018387117,0
-0.4,0.03,14.0,0.9692156207451158,0
-0.4,0.025,28.0,0.1799481012868166,1
-0.4,0.04,30.0,0.9692656322362384,0
-0.4,0.02,28.0,0.0032910801184788453,1
-0.4,0.04,14.0,0.9691838757725286,0
-0.4,0.045,22.0,0.9692073425996534,0
-0.4,0.025,20.0,0.9692712396572388,0
-0.41,0.025,18.0,0.9722935134022993,0
-0.41,0.025,36.0,0.005871510203230922,1
-0.41,0.04,10.0,0.972195426489439,0
-0.41,0.04,32.0,0.9723203304008465,0
-0.41,0.045,14.0,0.9722095747393945,0
-0.41,0.035,12.0,0.9722259412894823,0
-0.4,0.04,40.0,0.13030787246546724,1
-0.41,0.025,40.0,0.005871413769564843,1
-0.41,0.04,16.0,0.9722392317803759,0
-0.4,0.045,40.0,0.12848719560505348,1
-0.41,0.03,14.0,0.9722518326762476,0
-0.41,0.04,38.0,0.9723433853600754,0
-0.41,0.04,34.0,0.9723270366221312,0
-0.41,0.015,22.0,0.004425034506739412,1
-0.41,0.045,12.0,0.9721997800324309,0
-0.41,0.03,30.0,0.9723452226918113,0
-0.41,0.01,16.0,0.002415904742544614,1
-0.41,0.01,24.0,0.0013190462255291276,1
-0.41,0.035,24.0,0.9722993298617869,0
-0.42,0.01,12.0,0.9747489448019084,0
-0.42,0.01,16.0,0.0033622173742229706,1
-0.42,0.01,18.0,0.003362554290297245,1
-0.42,0.01,14.0,0.9746724161482192,0
-0.42,0.01,22.0,0.003362432996366875,1
-0.42,0.01,20.0,0.003891439524985945,1
-0.42,0.01,26.0,0.0028749460595979995,1
-0.42,0.01,28.0,0.002033904090099386,1
-0.42,0.01,24.0,0.0010426574930193974,1
-0.42,0.01,30.0,0.002889715732346271,1
-0.42,0.01,34.0,0.0013348157905039664,1
-0.41,0.01,22.0,0.001318990042863464,1
-0.42,0.01,38.0,0.0016647048162326142,1
-0.41,0.01,26.0,0.001319110687075176,1
-0.41,0.01,30.0,0.0010296834297251894,1
-0.42,0.015,12.0,0.9747124585034372,0
-0.41,0.04,22.0,0.9722724124391311,0
-0.42,0.015,14.0,0.9747403183626473,0
-0.42,0.015,16.0,0.9747789663005157,0
-0.42,0.015,18.0,0.1617089798431137,1
-0.42,0.015,20.0,0.13989623018254219,1
-0.42,0.015,24.0,0.08166592092371146,1
-0.42,0.015,22.0,0.15319646008148058,1
-0.42,0.015,28.0,0.004468377883410712,1
-0.42,0.015,26.0,0.0038917887196837347,1
-0.42,0.015,30.0,0.004468348467187081,1
-0.42,0.015,34.0,0.0028897736801790086,1
-0.41,0.01,12.0,0.9722472709257488,0
-0.42,0.015,38.0,0.0059092054974423875,1
-0.4,0.035,10.0,0.969169271517656,0
-0.41,0.025,20.0,0.9723053402155722,0
-0.42,0.02,12.0,0.9747552200532469,0
-0.42,0.02,14.0,0.9747780278926582,0
-0.42,0.02,16.0,0.9747777289223353,0
-0.42,0.02,18.0,0.9747807537236567,0
-0.42,0.02,20.0,0.9747997445996927,0
-0.4,0.03,32.0,0.10100850183515091,1
-0.42,0.02,22.0,0.9746807649024578,0
-0.42,0.02,24.0,0.3252621764088857,0
-0.42,0.02,26.0,0.17749167528039633,1
-0.42,0.02,28.0,0.1496653066303119,1
-0.42,0.02,30.0,0.12222258244940068,1
-0.42,0.02,34.0,0.005909130992181971,1
-0.41,0.015,30.0,0.002845615951914409,1
-0.42,0.02,38.0,0.005909171928913462,1
-0.41,0.015,28.0,0.0033290336576222977,1
