J7,lambda_K2,E0,r3,switched
-0.43,0.01,12.0,0.9768598933115678,0
-0.43,0.025,30.0,0.976980970024297,0
-0.43,0.035,10.0,0.976837801210315,0
-0.43,0.04,14.0,0.9768640207246264,0
-0.43,0.025,14.0,0.9768735060885138,0
-0.42,0.045,32.0,0.9748176550692829,0
-0.43,0.045,28.0,0.9769303079000563,0
-0.43,0.01,28.0,0.0007973809829655504,1
-0.43,0.035,36.0,0.9769955598611784,0
-0.43,0.01,16.0,0.005866984674928343,1
-0.43,0.015,38.0,0.003943308582727594,1
-0.43,0.005,30.0,1.255614668455894e-15,1
-0.42,0.015,36.0,0.00244172324862934,1
-0.42,0.025,10.0,0.9747432381410105,0
-0.43,0.03,32.0,0.9769880399873051,0
-0.43,0.005,26.0,3.738168754882541e-16,1
-0.43,0.01,18.0,0.0024506746086928742,1
-0.43,0.03,20.0,0.976917213567398,0
-0.43,0.01,30.0,0.0016820331015379153,1
-0.43,0.02,18.0,0.9768943584944838,0
-0.43,0.01,34.0,0.0016816511293358928,1
-0.43,0.03,26.0,0.9769566205430154,0
-0.43,0.03,34.0,0.9769954616650086,0
-0.43,0.01,10.0,0.9768530274810292,0
-0.43,0.01,36.0,0.0016819508900115486,1
-0.43,0.025,20.0,0.9769307755385085,0
-0.43,0.035,22.0,0.9769283840494059,0
-0.43,0.005,16.0,0.9768106468985208,0
-0.43,0.035,34.0,0.9769863120186367,0
-0.43,0.02,24.0,0.97677653396737,0
-0.43,0.02,10.0,0.9768228090643349,0
-0.43,0.025,40.0,0.9767926737139235,0
-0.43,0.015,34.0,0.003925364502436256,1
-0.43,0.04,36.0,0.9769802868887227,0
-0.43,0.025,32.0,0.9767166489081396,0
-0.43,0.01,26.0,0.001054430100733631,1
-0.43,0.015,40.0,0.0033922001290483824,1
-0.43,0.02,26.0,0.9767462940116896,0
-0.42,0.045,36.0,0.9748337950298471,0
-0.43,0.03,38.0,0.9767667555863397,0
-0.43,0.035,32.0,0.9769759638721822,0
-0.43,0.015,18.0,0.9768039526320936,0
-0.43,0.03,14.0,0.976878755400702,0
-0.43,0.045,24.0,0.9769097168282771,0
-0.43,0.045,22.0,0.9769019003038875,0
-0.43,0.035,40.0,0.9767569375650957,0
-0.43,0.02,28.0,0.9767840268719771,0
-0.43,0.045,14.0,0.9768505530012233,0
-0.43,0.015,26.0,0.577467307965008,0
-0.43,0.03,28.0,0.9769639106054535,0
-0.43,0.025,12.0,0.9768751981773846,0
-0.43,0.035,26.0,0.976948451378282,0
-0.43,0.015,28.0,0.9767823021036894,0
-0.43,0.01,14.0,0.9768452721379712,0
-0.43,0.045,18.0,0.9768772537648083,0
-0.43,0.03,10.0,0.97685696261102,0
-0.42,0.035,10.0,0.9747183676008274,0
-0.43,0.02,38.0,0.9767844198514999,0
-0.43,0.04,18.0,0.9768955908569887,0
-0.43,0.015,20.0,0.9768025315157497,0
-0.43,0.015,14.0,0.9768493220736998,0
-0.43,0.03,24.0,0.9769498618577047,0
-0.43,0.04,32.0,0.9769649573859167,0
-0.43,0.04,20.0,0.9769034248654557,0
-0.43,0.015,24.0,0.9768056973817361,0
-0.43,0.02,34.0,0.9767934813837866,0
-0.43,0.025,26.0,0.9769590102330422,0
-0.43,0.03,36.0,0.9767369600166464,0
-0.43,0.035,38.0,0.9770024352359294,0
-0.43,0.04,30.0,0.9769553470476655,0
-0.43,0.045,30.0,0.9769381247606247,0
-0.43,0.04,22.0,0.9769134561090362,0
-0.43,0.025,38.0,0.976789190025885,0
-0.43,0.04,38.0,0.9769890929403189,0
-0.43,0.025,18.0,0.9769171480315944,0
-0.43,0.02,32.0,0.9767983884146536,0
-0.43,0.025,16.0,0.976889846771851,0
-0.43,0.025,28.0,0.9769736828892559,0
-0.43,0.04,34.0,0.9769721649312438,0
-0.43,0.04,28.0,0.9769445340500491,0
-0.43,0.03,18.0,0.9769097176097855,0
-0.43,0.04,10.0,0.9768293626496743,0
-0.43,0.035,14.0,0.9768816798939706,0
-0.43,0.045,32.0,0.9769462208981203,0
-0.43,0.03,12.0,0.9768563226702327,0
-0.43,0.045,34.0,0.9769554092407783,0
-0.43,0.045,16.0,0.9768692230676176,0
-0.43,0.04,26.0,0.9769367912749158,0
-0.43,0.045,20.0,0.9768883692361752,0
-0.43,0.04,40.0,0.9769964795056018,0
-0.43,0.035,24.0,0.9769355066774158,0
-0.43,0.035,28.0,0.9769607370045432,0
-0.43,0.04,12.0,0.9768565265694544,0
-0.43,0.045,36.0,0.9769630495430814,0
-0.43,0.045,10.0,0.9768268669559648,0
-0.43,0.045,38.0,0.9769702142060434,0
-0.43,0.04,16.0,0.9768771755616692,0
-0.43,0.045,26.0,0.9769193316376158,0
-0.43,0.045,40.0,0.9769780263523352,0
-0.44,0.005,14.0,0.9785399431301203,0
-0.44,0.005,28.0,0.00039891408634655946,1
-0.44,0.005,10.0,0.9784747177150177,0
-0.44,0.005,16.0,0.9786111227218854,0
-0.44,0.02,32.0,0.978590331836615,0
-0.44,0.01,32.0,0.0010649559966452106,1
-0.44,0.005,36.0,0.00024968619113934957,1
-0.44,0.005,20.0,0.0029399843679183903,1
-0.44,0.005,24.0,0.0002496454390363909,1
-0.44,0.01,10.0,0.9786610120128919,0
-0.44,0.025,10.0,0.9786704346571574,0
-0.45,0.005,14.0,0.9800993969937973,0
-0.44,0.04,32.0,0.9787869627831189,0
-0.44,0.005,18.0,0.005825894139254064,1
-0.44,0.03,36.0,0.9788194150675384,0
-0.44,0.005,38.0,0.00039893889307521013,1
-0.44,0.025,32.0,0.9788008883442632,0
-0.44,0.005,34.0,0.000135821085102074,1
-0.46,0.01,12.0,0.9816105056950477,0
-0.46,0.01,14.0,0.9815917853585544,0
-0.46,0.01,16.0,0.9815621407590184,0
-0.46,0.01,18.0,0.673211102833141,0
-0.46,0.01,20.0,0.35780365284873017,0
-0.46,0.01,22.0,0.5482038364314115,0
-0.46,0.01,24.0,0.01632943928735132,1
-0.46,0.01,26.0,0.5482261343146192,0
-0.44,0.025,36.0,0.9786048276415688,0
-0.46,0.01,28.0,0.22805157713505406,0
-0.46,0.01,30.0,0.6760116076298723,0
-0.46,0.01,34.0,0.004022477808639197,1
-0.44,0.02,40.0,0.9786100630759363,0
-0.46,0.01,38.0,0.00947237794867341,1
-0.44,0.005,40.0,0.00039893143934634245,1
-0.45,0.005,22.0,0.0002532091305515074,1
-0.46,0.015,12.0,0.9815652201700262,0
-0.46,0.015,14.0,0.981587753898777,0
-0.46,0.015,16.0,0.9816336254340591,0
-0.46,0.015,18.0,0.9816628776251469,0
-0.46,0.015,20.0,0.9815778909908892,0
-0.46,0.015,22.0,0.9815514425559938,0
-0.46,0.015,24.0,0.9815482378433684,0
-0.46,0.015,26.0,0.9815225322214531,0
-0.46,0.015,28.0,0.6732863080853315,0
-0.46,0.015,30.0,0.5482508571282835,0
-0.44,0.02,10.0,0.9786313893556683,0
-0.46,0.015,34.0,0.5482087983611884,0
-0.44,0.045,36.0,0.9787880466545327,0
-0.46,0.015,38.0,0.4445827897623248,0
-0.44,0.035,40.0,0.9788300015157037,0
-0.44,0.045,40.0,0.9788033701047879,0
-0.46,0.02,12.0,0.9816177191708649,0
-0.46,0.02,14.0,0.9816506163351238,0
-0.46,0.02,16.0,0.9816507300480288,0
-0.46,0.02,18.0,0.9816472583885889,0
-0.46,0.02,20.0,0.9816620692210253,0
-0.46,0.02,22.0,0.9816895547799415,0
-0.46,0.02,24.0,0.9817086761454665,0
-0.46,0.02,26.0,0.9817132909601309,0
-0.46,0.02,28.0,0.9817140484081267,0
-0.46,0.02,30.0,0.9814919046898111,0
-0.44,0.02,36.0,0.978601313847706,0
-0.46,0.02,34.0,0.9814803224041767,0
-0.44,0.015,32.0,0.544976349817419,0
-0.46,0.02,38.0,0.9814279040041373,0
-0.45,0.005,10.0,0.9800426625845043,0
-0.45,0.005,38.0,0.0010745073371255366,1
-0.46,0.025,12.0,0.9816388693752524,0
-0.46,0.025,14.0,0.981634501737757,0
-0.46,0.025,16.0,0.9816462604996883,0
-0.46,0.025,18.0,0.9816756307210668,0
-0.46,0.025,20.0,0.9816936481243085,0
-0.46,0.025,22.0,0.9816966416970752,0
-0.46,0.025,24.0,0.981701883850031,0
-0.46,0.025,26.0,0.9817179901046715,0
-0.46,0.025,28.0,0.9817358542405249,0
-0.46,0.025,30.0,0.9817454184183916,0
-0.45,0.005,20.0,0.0017101110628515563,1
-0.46,0.025,34.0,0.9817570088203825,0
-0.45,0.01,18.0,0.9801916365986044,0
-0.46,0.025,38.0,0.9814001412502467,0
-0.45,0.01,20.0,0.017021448020788536,1
-0.45,0.015,10.0,0.9802060298703023,0
-0.44,0.005,22.0,3.293423373243879e-17,1
-0.46,0.03,12.0,0.9816219710499212,0
-0.46,0.03,14.0,0.9816412656127439,0
-0.46,0.03,18.0,0.9816783084939583,0
-0.46,0.03,16.0,0.9816697859605905,0
-0.46,0.03,20.0,0.9816832483132059,0
-0.46,0.03,22.0,0.9817002032791409,0
-0.46,0.03,24.0,0.981718219858957,0
-0.46,0.03,28.0,0.9817326122718494,0
-0.46,0.03,26.0,0.9817266859793091,0
-0.46,0.03,30.0,0.9817441413354987,0
-0.46,0.03,34.0,0.9817671815111833,0
-0.45,0.01,14.0,0.9802200065601633,0
-0.46,0.03,38.0,0.9817814974086323,0
-0.45,0.015,38.0,0.546688154474865,0
-0.44,0.04,40.0,0.9788194433039675,0
-0.46,0.035,12.0,0.9816254483680713,0
-0.46,0.035,14.0,0.981653839244267,0
-0.46,0.035,16.0,0.9816608572383086,0
-0.46,0.035,18.0,0.9816709266210415,0
-0.46,0.035,20.0,0.9816913014488233,0
-0.46,0.035,22.0,0.9817036657349775,0
-0.45,0.025,22.0,0.9803208447821337,0
-0.44,0.015,40.0,0.0034355381090741817,1
-0.46,0.035,28.0,0.9817365638932202,0
-0.46,0.035,26.0,0.9817224683133852,0
-0.46,0.035,30.0,0.9817455884398513,0
-0.46,0.035,24.0,0.9817102970285417,0
-0.46,0.035,34.0,0.9817631375657825,0
-0.46,0.035,38.0,0.981781886279595,0
-0.45,0.015,24.0,0.9801354075161803,0
-0.45,0.025,38.0,0.9802436950294783,0
-0.46,0.04,12.0,0.9816328301986997,0
-0.46,0.04,14.0,0.9816426192946138,0
-0.46,0.04,16.0,0.9816539190603671,0
-0.46,0.04,18.0,0.9816742076484128,0
-0.46,0.04,20.0,0.9816841815086931,0
-0.46,0.04,22.0,0.9816934093104395,0
-0.46,0.04,24.0,0.9817083663320011,0
-0.46,0.04,26.0,0.9817194825064083,0
-0.46,0.04,28.0,0.9817273578517549,0
-0.46,0.04,30.0,0.981738079293987,0
-0.45,0.005,34.0,0.0008137846853763418,1
-0.46,0.04,34.0,0.9817572925188647,0
-0.45,0.01,16.0,0.9801602710237595,0
-0.46,0.04,38.0,0.9817747135220617,0
-0.44,0.005,30.0,0.0008059610779007645,1
-0.45,0.005,30.0,0.0017103841687815093,1
-0.46,0.045,12.0,0.9816235155175475,0
-0.46,0.045,14.0,0.9816324754722838,0
-0.46,0.045,16.0,0.9816526099771795,0
-0.46,0.045,18.0,0.9816629322152352,0
-0.46,0.045,20.0,0.9816736596208463,0
-0.46,0.045,22.0,0.9816886018361209,0
-0.46,0.045,24.0,0.9816980503025694,0
-0.46,0.045,26.0,0.9817075800755908,0
-0.46,0.045,28.0,0.981719468252406,0
-0.46,0.045,30.0,0.9817286711088521,0
-0.44,0.04,10.0,0.9786468843625833,0
-0.46,0.045,34.0,0.9817467454566722,0
-0.44,0.005,32.0,5.24474469494285e-16,1
-0.46,0.045,38.0,0.9817632370555425,0
-0.44,0.005,12.0,0.9784849647838906,0
-0.45,0.005,16.0,0.9801710148209041,0
-0.44,0.005,26.0,5.408842310781097e-16,1
-0.45,0.01,34.0,0.0020871715674181594,1
-0.45,0.015,12.0,0.9801949616927594,0
-0.45,0.005,26.0,0.0008137010786634444,1
-0.45,0.035,12.0,0.9802476271504778,0
-0.45,0.025,18.0,0.9803014015657163,0
-0.45,0.005,40.0,0.0010745053424564643,1
-0.45,0.01,22.0,0.0034402577986153916,1
-0.45,0.02,14.0,0.9802761322808267,0
-0.44,0.035,36.0,0.9788155391087373,0
-0.45,0.015,28.0,0.9801736191234893,0
-0.45,0.02,32.0,0.9800620798599102,0
-0.44,0.015,36.0,0.004540146217236104,1
-0.44,0.045,32.0,0.9787705739589223,0
-0.44,0.03,10.0,0.9786723558002954,0
-0.45,0.01,38.0,0.0029603861223117815,1
-0.45,0.01,12.0,0.9802372403373618,0
-0.45,0.01,24.0,0.6714761008946458,0
-0.45,0.02,28.0,0.9801261506789115,0
-0.45,0.015,14.0,0.9802197166995144,0
-0.45,0.03,10.0,0.9802467081971754,0
-0.45,0.01,40.0,0.0020866568968990057,1
-0.44,0.01,40.0,0.003418079946184471,1
-0.45,0.025,36.0,0.9799850490611751,0
-0.45,0.02,12.0,0.9802460590134549,0
-0.45,0.02,38.0,0.9802094351228274,0
-0.44,0.015,10.0,0.978636837052439,0
-0.45,0.035,10.0,0.9802297483546125,0
-0.44,0.04,36.0,0.9788026199021792,0
-0.44,0.045,10.0,0.9786464263818242,0
-0.45,0.015,26.0,0.5466982637276903,0
-0.45,0.01,10.0,0.9802286444638207,0
-0.45,0.02,24.0,0.9803351175160729,0
-0.45,0.015,30.0,0.9801376063330539,0
-0.45,0.005,28.0,0.0005903600324039765,1
-0.45,0.01,36.0,0.005785848608960753,1
-0.45,0.035,34.0,0.9803832725401704,0
-0.45,0.015,32.0,0.9801282416833962,0
-0.44,0.01,36.0,0.0024852352836409533,1
-0.45,0.03,40.0,0.9800554405444374,0
-0.44,0.035,10.0,0.9786542849373585,0
-0.45,0.02,36.0,0.9801791315676472,0
-0.44,0.025,40.0,0.9786114447028733,0
-0.45,0.015,40.0,0.014817701861477512,1
-0.45,0.015,16.0,0.9802640418755927,0
-0.45,0.01,30.0,0.002087045401636459,1
-0.45,0.03,28.0,0.9803551553272177,0
-0.45,0.035,36.0,0.980393548138129,0
-0.45,0.02,16.0,0.9802759915056841,0
-0.45,0.005,36.0,0.0013732077955768167,1
-0.45,0.02,10.0,0.9801989269836858,0
-0.45,0.005,24.0,0.00013823792794103796,1
-0.45,0.025,28.0,0.9803607268720291,0
-0.45,0.03,12.0,0.9802446265601353,0
-0.45,0.02,40.0,0.9801923368714209,0
-0.44,0.03,32.0,0.9788050972762937,0
-0.45,0.005,18.0,0.0016972252532495872,1
-0.44,0.03,40.0,0.9785261235414688,0
-0.44,0.035,32.0,0.978795357827291,0
-0.45,0.035,14.0,0.9802748955175555,0
-0.45,0.025,40.0,0.9801056698158417,0
-0.45,0.025,26.0,0.9803439235543241,0
-0.45,0.025,32.0,0.9803740021030386,0
-0.45,0.005,12.0,0.9800473206732316,0
-0.45,0.03,18.0,0.9803004206308418,0
-0.45,0.04,24.0,0.9803270966320689,0
-0.45,0.015,20.0,0.9801882295498048,0
-0.45,0.03,26.0,0.980348683902553,0
-0.45,0.015,36.0,0.9801924756020229,0
-0.45,0.035,20.0,0.9803125460048656,0
-0.45,0.03,16.0,0.9802927718919674,0
-0.45,0.015,34.0,0.9801963799555619,0
-0.45,0.015,22.0,0.9801925379163549,0
-0.45,0.04,26.0,0.9803375313540647,0
-0.45,0.035,26.0,0.9803433573914823,0
-0.45,0.035,16.0,0.9802813183836157,0
-0.45,0.025,14.0,0.9802587718148251,0
-0.45,0.025,10.0,0.9802411706867217,0
-0.45,0.03,36.0,0.9803951690505118,0
-0.45,0.025,30.0,0.9803694139476661,0
-0.45,0.035,32.0,0.9803728822631433,0
-0.45,0.01,32.0,0.002960145895455909,1
-0.45,0.03,24.0,0.9803408797795139,0
-0.45,0.035,22.0,0.9803239184925423,0
-0.45,0.025,16.0,0.9802724933267074,0
-0.45,0.04,10.0,0.9802230786876686,0
-0.45,0.04,32.0,0.980366834727319,0
-0.45,0.005,32.0,0.00013826411698429877,1
-0.45,0.04,18.0,0.9802933964058297,0
-0.45,0.04,16.0,0.980273520464171,0
-0.45,0.025,12.0,0.9802622003997423,0
-0.45,0.01,28.0,0.002960773294994198,1
-0.45,0.02,26.0,0.9803394034455887,0
-0.45,0.025,24.0,0.9803273923946209,0
-0.45,0.03,14.0,0.9802654597216341,0
-0.45,0.01,26.0,0.003458911013071071,1
-0.45,0.03,34.0,0.9803889175323758,0
-0.45,0.025,20.0,0.9803177922357826,0
-0.45,0.03,38.0,0.9804037560809218,0
-0.45,0.02,20.0,0.9802909589574798,0
-0.45,0.02,22.0,0.9803176977405531,0
-0.45,0.025,34.0,0.9801099920611736,0
-0.45,0.035,28.0,0.9803569214078316,0
-0.45,0.02,30.0,0.9801228046519523,0
-0.45,0.035,38.0,0.9804011679462622,0
-0.45,0.035,40.0,0.9804083636817277,0
-0.45,0.04,40.0,0.9804002382125792,0
-0.45,0.04,22.0,0.9803122121975985,0
-0.45,0.03,32.0,0.9803803109043266,0
-0.45,0.04,20.0,0.9803026014039763,0
-0.45,0.04,28.0,0.9803453787104373,0
-0.45,0.045,30.0,0.9803443121898192,0
-0.45,0.02,18.0,0.980274550521199,0
-0.45,0.04,14.0,0.9802613799676776,0
-0.45,0.035,18.0,0.9802924004394037,0
-0.45,0.04,12.0,0.9802525040899598,0
-0.45,0.015,18.0,0.9802907218252962,0
-0.45,0.03,22.0,0.9803238698467643,0
-0.45,0.02,34.0,0.9802004510631717,0
-0.45,0.045,22.0,0.9803053324414652,0
-0.45,0.04,30.0,0.9803562432505383,0
-0.45,0.03,30.0,0.980367144654203,0
-0.45,0.045,36.0,0.9803706666933304,0
-0.45,0.045,10.0,0.9802243937338454,0
-0.45,0.03,20.0,0.9803063643217251,0
-0.45,0.04,34.0,0.9803746937480866,0
-0.45,0.035,30.0,0.9803653751854382,0
-0.45,0.04,38.0,0.9803920594493148,0
-0.45,0.035,24.0,0.980330741774927,0
-0.45,0.045,20.0,0.9802907004518001,0
-0.45,0.045,14.0,0.9802502199537664,0
-0.45,0.045,26.0,0.9803238762256692,0
-0.45,0.04,36.0,0.9803828286979142,0
-0.45,0.045,12.0,0.9802407999748107,0
-0.45,0.045,18.0,0.9802796878956843,0
-0.45,0.045,16.0,0.9802701541144203,0
-0.45,0.045,38.0,0.9803782040849615,0
-0.46,0.005,14.0,0.981463818138477,0
-0.45,0.045,24.0,0.9803142339156704,0
-0.45,0.045,32.0,0.9803526136448875,0
-0.45,0.045,34.0,0.980362236510116,0
-0.46,0.005,10.0,0.9814171739257593,0
-0.45,0.045,40.0,0.9803863094806142,0
-0.45,0.045,28.0,0.9803355614222822,0
-0.46,0.01,36.0,0.01484331667554533,1
-0.46,0.01,40.0,0.006388155134421772,1
-0.46,0.005,40.0,0.0005960767638369943,1
-0.46,0.005,38.0,0.0010827114670518626,1
-0.46,0.015,36.0,0.4500606239439922,0
-0.46,0.01,32.0,0.07617170814163807,1
-0.46,0.03,32.0,0.9817578768017158,0
-0.46,0.005,28.0,0.00014056824881550684,1
-0.46,0.045,32.0,0.9817370162694952,0
-0.46,0.005,20.0,0.0020855858346773633,1
-0.46,0.005,32.0,0.0010829209401900632,1
-0.46,0.005,18.0,0.00459403678559936,1
-0.46,0.025,40.0,0.9814695739194398,0
-0.46,0.025,32.0,0.9817496281033271,0
-0.46,0.005,12.0,0.9814154976875729,0
-0.47,0.005,20.0,0.002111662757654421,1
-0.48,0.01,12.0,0.9838985971533554,0
-0.48,0.01,14.0,0.9838766956049192,0
-0.48,0.01,16.0,0.9838510267207982,0
-0.48,0.01,18.0,0.9837852855059734,0
-0.48,0.01,20.0,0.5509094101760466,0
-0.48,0.01,22.0,0.6762499034716106,0
-0.48,0.01,24.0,0.9839014492462504,0
-0.48,0.01,26.0,0.9838254001591484,0
-0.48,0.01,28.0,0.5575895475276189,0
-0.48,0.01,30.0,0.3642942730183664,0
-0.46,0.035,40.0,0.9817890156523293,0
-0.48,0.01,34.0,0.4523356928386963,0
-0.47,0.005,34.0,3.5068162786536824e-16,1
-0.48,0.01,38.0,0.5509142794146489,0
-0.46,0.005,36.0,0.001722274817735253,1
-0.46,0.03,40.0,0.981792002717606,0
-0.48,0.015,12.0,0.9838466646693543,0
-0.48,0.015,14.0,0.9838623179347388,0
-0.48,0.015,16.0,0.9839093982358295,0
-0.48,0.015,18.0,0.9839437503209599,0
-0.48,0.015,20.0,0.9839485861469559,0
-0.46,0.045,36.0,0.9817555315144221,0
-0.48,0.015,22.0,0.9838511812979571,0
-0.48,0.015,24.0,0.9837760508034146,0
-0.48,0.015,26.0,0.9836681765009122,0
-0.48,0.015,28.0,0.9839233769952176,0
-0.48,0.015,30.0,0.9838772267444671,0
-0.48,0.015,34.0,0.9840554372171024,0
-0.46,0.045,10.0,0.981605746606231,0
-0.48,0.015,38.0,0.9838835369213493,0
-0.46,0.02,32.0,0.9814636814321429,0
-0.46,0.035,36.0,0.9817738517194494,0
-0.48,0.02,12.0,0.9838983628492284,0
-0.48,0.02,14.0,0.9839364178897836,0
-0.48,0.02,16.0,0.9839374387653287,0
-0.48,0.02,18.0,0.9839293150293479,0
-0.48,0.02,20.0,0.9839393657370887,0
-0.48,0.02,22.0,0.9839671337264277,0
-0.47,0.005,12.0,0.9826237414213563,0
-0.48,0.02,26.0,0.9839954465834327,0
-0.48,0.02,24.0,0.9839897552838663,0
-0.48,0.02,28.0,0.9839934791106415,0
-0.48,0.02,30.0,0.9839982856232314,0
-0.48,0.02,34.0,0.9838223590009696,0
-0.46,0.025,36.0,0.9814549569095131,0
-0.48,0.02,38.0,0.9837775822047921,0
-0.47,0.01,36.0,0.549641341762647,0
-0.47,0.005,30.0,0.0010612892152257092,1
-0.48,0.025,12.0,0.9839296305116021,0
-0.48,0.025,14.0,0.9839234630950272,0
-0.48,0.025,16.0,0.9839298805912289,0
-0.48,0.025,18.0,0.9839586553949654,0
-0.48,0.025,20.0,0.9839798389079442,0
-0.48,0.025,22.0,0.9839829160737333,0
-0.48,0.025,24.0,0.9839848503068843,0
-0.48,0.025,26.0,0.9839988441026151,0
-0.48,0.025,28.0,0.98401822085022,0
-0.48,0.025,30.0,0.9840297805506879,0
-0.46,0.02,40.0,0.9815378712082728,0
-0.48,0.025,34.0,0.9840382312794135,0
-0.46,0.015,40.0,0.9816020323191719,0
-0.48,0.025,38.0,0.9837816299247573,0
-0.46,0.005,34.0,0.0005711451453326141,1
-0.46,0.005,24.0,0.0025193772461766274,1
-0.48,0.03,12.0,0.9839145487692527,0
-0.48,0.03,14.0,0.9839290780602813,0
-0.48,0.03,16.0,0.9839588124821115,0
-0.48,0.03,18.0,0.9839692768294306,0
-0.46,0.045,40.0,0.9817714270441468,0
-0.48,0.03,20.0,0.9839718289562228,0
-0.48,0.03,22.0,0.9839864756171932,0
-0.48,0.03,24.0,0.9840058253110445,0
-0.48,0.03,26.0,0.9840157037365579,0
-0.48,0.03,28.0,0.9840203093263503,0
-0.46,0.005,16.0,0.981535244039417,0
-0.48,0.03,30.0,0.9840300644019397,0
-0.48,0.03,34.0,0.9840549297629628,0
-0.48,0.03,38.0,0.9840676788526408,0
-0.46,0.04,32.0,0.9817490863960364,0
-0.46,0.005,30.0,0.0013445862067039491,1
-0.48,0.035,12.0,0.9839179747658425,0
-0.48,0.035,14.0,0.9839472346636288,0
-0.48,0.035,16.0,0.9839556228382464,0
-0.48,0.035,18.0,0.983963012464845,0
-0.48,0.035,20.0,0.9839826934243778,0
-0.48,0.035,22.0,0.9839968082882387,0
-0.48,0.035,24.0,0.9840029418749743,0
-0.48,0.035,26.0,0.9840134840259066,0
-0.48,0.035,28.0,0.9840279826707047,0
-0.48,0.035,30.0,0.9840380495040503,0
-0.47,0.005,28.0,0.0006011633152791367,1
-0.48,0.035,34.0,0.9840541531655606,0
-0.47,0.015,36.0,0.982805261541808,0
-0.48,0.035,38.0,0.9840739940488777,0
-0.46,0.005,22.0,0.0004081718999398932,1
-0.47,0.01,20.0,0.5496094500638581,0
-0.48,0.04,12.0,0.9839295662050094,0
-0.48,0.04,14.0,0.9839412125692995,0
-0.48,0.04,16.0,0.983950234380962,0
-0.48,0.04,18.0,0.9839702317952642,0
-0.48,0.04,20.0,0.9839815868633902,0
-0.48,0.04,22.0,0.9839896983455381,0
-0.48,0.04,24.0,0.9840040029212805,0
-0.48,0.04,26.0,0.9840161615240837,0
-0.48,0.04,28.0,0.9840239509262193,0
-0.48,0.04,30.0,0.9840338762016756,0
-0.46,0.02,10.0,0.981570468678914,0
-0.48,0.04,34.0,0.9840539951297731,0
-0.47,0.005,10.0,0.9826326047858974,0
-0.48,0.04,38.0,0.9840708741322751,0
-0.46,0.03,36.0,0.9817733247461201,0
-0.47,0.02,16.0,0.9828625682725604,0
-0.48,0.045,12.0,0.9839254407268715,0
-0.48,0.045,14.0,0.9839332292859012,0
-0.48,0.045,16.0,0.9839525659264752,0
-0.48,0.045,18.0,0.9839642114660887,0
-0.47,0.005,36.0,5.410134936124222e-16,1
-0.48,0.045,20.0,0.9839739443697235,0
-0.48,0.045,22.0,0.9839887478035442,0
-0.48,0.045,24.0,0.9839990628785813,0
-0.48,0.045,26.0,0.9840080542352656,0
-0.48,0.045,28.0,0.9840198023187706,0
-0.48,0.045,30.0,0.9840296593852078,0
-0.48,0.045,34.0,0.984047425167911,0
-0.47,0.015,12.0,0.9827736843138158,0
-0.48,0.045,38.0,0.9840645059841246,0
-0.47,0.015,16.0,0.9828400585352433,0
-0.46,0.03,10.0,0.9816248119249247,0
-0.47,0.01,32.0,0.3634038054376989,0
-0.46,0.015,32.0,0.981574241068426,0
-0.47,0.005,22.0,0.0021124791260320143,1
-0.46,0.01,10.0,0.9816009454250497,0
-0.47,0.01,24.0,0.5562558403554506,0
-0.47,0.01,14.0,0.982801994103321,0
-0.47,0.01,30.0,0.5563891484723246,0
-0.47,0.005,26.0,0.00025963702187782985,1
-0.46,0.04,36.0,0.9817653770479555,0
-0.47,0.005,24.0,0.00025964441746252604,1
-0.46,0.035,32.0,0.9817529129088682,0
-0.46,0.005,26.0,0.0001405622801123117,1
-0.47,0.005,18.0,0.002975052407548657,1
-0.46,0.015,10.0,0.9815799289537116,0
-0.47,0.005,32.0,0.0006011695827762315,1
-0.47,0.01,10.0,0.9828117338754512,0
-0.47,0.015,28.0,0.6747857926646543,0
-0.47,0.015,14.0,0.9827931940778905,0
-0.47,0.025,18.0,0.9828861115024361,0
-0.47,0.02,18.0,0.9828568356777746,0
-0.46,0.02,36.0,0.9815058145943792,0
-0.47,0.02,34.0,0.9827592484653477,0
-0.47,0.01,16.0,0.9827817108377074,0
-0.47,0.02,12.0,0.9828264422293908,0
-0.46,0.04,10.0,0.9816029347361002,0
-0.47,0.01,18.0,0.9827615918555286,0
-0.47,0.02,28.0,0.9829228304955137,0
-0.47,0.015,30.0,0.9825588662113267,0
-0.47,0.025,40.0,0.9826890676703771,0
-0.47,0.01,26.0,0.5497302983537941,0
-0.46,0.025,10.0,0.9816153894047803,0
-0.47,0.025,10.0,0.9828267590993274,0
-0.47,0.015,24.0,0.9826450654416161,0
-0.47,0.005,38.0,0.003495994188194101,1
-0.47,0.01,28.0,0.36333892549185187,0
-0.46,0.035,10.0,0.9816090951110885,0
-0.47,0.015,34.0,0.6748142763203808,0
-0.47,0.005,16.0,0.9827375033525144,0
-0.47,0.02,14.0,0.9828620738641654,0
-0.47,0.01,40.0,0.03138438947011158,1
-0.47,0.005,40.0,0.0008017995725329819,1
-0.47,0.03,16.0,0.9828832250952824,0
-0.47,0.015,26.0,0.9827784777889484,0
-0.47,0.015,38.0,0.6747350883514853,0
-0.47,0.02,40.0,0.9825655922529104,0
-0.47,0.02,30.0,0.9829297169094661,0
-0.47,0.005,14.0,0.982667173186857,0
-0.47,0.02,22.0,0.982897422595107,0
