lattice,dtype,strength,half_width,e0,sigma_k,seed,label,final_r3,final_zz_frac,final_zz_on_band_density,final_zz_off_band_density,final_zz_on_band_pct,final_pinning_enrichment,quench_r3,quench_zz_frac,quench_zz_on_band_density,quench_zz_off_band_density,quench_zz_on_band_pct,quench_pinning_enrichment,written,pinned_written
36,kred,0.5,2.0,19.0,0.5,1,L36_kred_s0p500_hw2p00_global-zero-k_allJKGG_E19p00_sig0p500_seed001,0.002826488660584358,0.005015432098765432,0.003968253968253968,0.005268199233716475,15.384615384615385,0.7532467532467532,0.0028264886614269985,0.005015432098765432,0.003968253968253968,0.005268199233716475,15.384615384615385,0.7532467532467532,0,0
36,kred,0.5,2.0,22.0,0.5,1,L36_kred_s0p500_hw2p00_global-zero-k_allJKGG_E22p00_sig0p500_seed001,0.0028264886607960132,0.005015432098765432,0.003968253968253968,0.005268199233716475,15.384615384615385,0.7532467532467532,0.0028264886614269946,0.005015432098765432,0.003968253968253968,0.005268199233716475,15.384615384615385,0.7532467532467532,0,0
36,kred,0.5,2.0,20.0,0.5,1,L36_kred_s0p500_hw2p00_global-zero-k_allJKGG_E20p00_sig0p500_seed001,0.002826488660646401,0.005015432098765432,0.003968253968253968,0.005268199233716475,15.384615384615385,0.7532467532467532,0.0028264886614270002,0.005015432098765432,0.003968253968253968,0.005268199233716475,15.384615384615385,0.7532467532467532,0,0
36,kred,0.5,2.0,25.0,0.5,1,L36_kred_s0p500_hw2p00_global-zero-k_allJKGG_E25p00_sig0p500_seed001,0.002826488661099564,0.005015432098765432,0.003968253968253968,0.005268199233716475,15.384615384615385,0.7532467532467532,0.002826488661426995,0.005015432098765432,0.003968253968253968,0.005268199233716475,15.384615384615385,0.7532467532467532,0,0
36,kred,0.5,2.0,50.0,0.3,6,L36_kred_s0p500_hw2p00_global-zero-k_allJKGG_E50p00_sig0p300_seed006,1.0,0.0,0.0,0.0,0.0,0.0,0.18199284151286965,0.25617283950617287,0.2400793650793651,0.2600574712643678,18.22289156626506,0.923178111023415,1,0
36,kred,0.5,2.0,30.0,0.2,22,L36_kred_s0p500_hw2p00_global-zero-k_allJKGG_E30p00_sig0p200_seed022,0.0011625171714387467,0.009259259259259259,0.017857142857142856,0.007183908045977011,37.5,2.4857142857142858,0.0011625171675507563,0.009259259259259259,0.017857142857142856,0.007183908045977011,37.5,2.4857142857142858,0,0
36,kred,0.5,2.0,0.0,0.5,2,L36_kred_s0p500_hw2p00_global-zero-k_allJKGG_E0p00_sig0p500_seed002,0.0003109250002636131,0.010030864197530864,0.007936507936507936,0.01053639846743295,15.384615384615385,0.7532467532467532,0.00031092500029015753,0.010030864197530864,0.007936507936507936,0.01053639846743295,15.384615384615385,0.7532467532467532,0,0
36,kred,0.5,2.0,6.0,0.5,2,L36_kred_s0p500_hw2p00_global-zero-k_allJKGG_E6p00_sig0p500_seed002,0.0003109250002718887,0.010030864197530864,0.007936507936507936,0.01053639846743295,15.384615384615385,0.7532467532467532,0.0003109250002900484,0.010030864197530864,0.007936507936507936,0.01053639846743295,15.384615384615385,0.7532467532467532,0,0
36,kred,0.5,2.0,8.0,0.5,2,L36_kred_s0p500_hw2p00_global-zero-k_allJKGG_E8p00_sig0p500_seed002,0.000310925000289522,0.010030864197530864,0.007936507936507936,0.01053639846743295,15.384615384615385,0.7532467532467532,0.0003109250002898338,0.010030864197530864,0.007936507936507936,0.01053639846743295,15.384615384615385,0.7532467532467532,0,0
36,kred,0.5,2.0,9.0,0.5,2,L36_kred_s0p500_hw2p00_global-zero-k_allJKGG_E9p00_sig0p500_seed002,0.0002813457792513451,0.010030864197530864,0.007936507936507936,0.01053639846743295,15.384615384615385,0.7532467532467532,0.0002813457792489548,0.010030864197530864,0.007936507936507936,0.01053639846743295,15.384615384615385,0.7532467532467532,0,0
